13537.M_train,92
08686.M_train,"203,152"
08687.M_train,29
00328.M_train,"137,205"
00329.M_train,"93,1,1"
08277.M_train,"220,214,220"
08274.M_train,140
08275.M_train,73
08272.M_train,"205,227"
08273.M_train,"19,19"
08270.M_train,238
08271.M_train,78
08125.M_train,47
08279.M_train,"98,46"
11276.M_train,"156,0"
07450.M_train,189
12388.M_train,169
13575.M_train,232
13574.M_train,"166,204"
13577.M_train,"160,103"
12389.M_train,"67,70,232,67"
13571.M_train,153
13570.M_train,"191,190,113,231"
13573.M_train,"106,245"
06186.M_train,"110,26"
13579.M_train,8
13578.M_train,"82,175,117,29"
06650.M_train,247
03922.M_train,"167,113,12,48"
03923.M_train,153
03920.M_train,217
03921.M_train,190
03926.M_train,"103,177"
03927.M_train,"102,111"
03924.M_train,"60,10,85,5"
03925.M_train,43
03929.M_train,"109,187,114"
00750.M_train,177
14207.M_train,84
08121.M_train,"151,133"
12270.M_train,"86,86,244"
12093.M_train,"75,60"
13233.M_train,163
09750.M_train,"85,60"
02583.M_train,139
02580.M_train,44
02586.M_train,"236,7"
02587.M_train,"65,138"
02584.M_train,"25,167"
02585.M_train,220
12422.M_train,227
12423.M_train,141
02588.M_train,189
02589.M_train,"191,190"
12426.M_train,"149,150,120"
12427.M_train,226
12424.M_train,200
12425.M_train,"29,223"
00111.M_train,"140,28,60"
00110.M_train,"191,219"
00113.M_train,"245,217"
00112.M_train,"53,216,160"
00117.M_train,"38,37,7"
00119.M_train,"38,221"
12308.M_train,110
01069.M_train,65
01068.M_train,"232,70,70"
08129.M_train,198
08128.M_train,"86,189"
01065.M_train,"160,60"
01064.M_train,"223,162,175"
01067.M_train,118
01066.M_train,93
01061.M_train,189
01060.M_train,"222,175"
01063.M_train,209
01062.M_train,"48,56,48,63"
04361.M_train,"100,178"
04360.M_train,42
03991.M_train,"22,21,211"
03990.M_train,78
04365.M_train,28
03996.M_train,"160,71,106"
04367.M_train,"28,9"
04366.M_train,"217,71"
04369.M_train,"190,145,89"
03999.M_train,"195,195"
14044.M_train,"38,236"
14045.M_train,65
14048.M_train,"190,197,190,197"
06269.M_train,174
06268.M_train,59
06263.M_train,"197,145,197"
06262.M_train,39
06260.M_train,"134,224,142"
06267.M_train,60
06265.M_train,"245,53"
06264.M_train,"138,227,138,65"
13060.M_train,102
13061.M_train,159
13062.M_train,"73,54,211"
13063.M_train,27
13064.M_train,"222,247"
13065.M_train,2
13066.M_train,221
13067.M_train,121
12712.M_train,"160,245,177"
13069.M_train,75
08298.M_train,"25,56,56"
07840.M_train,"47,186"
07841.M_train,145
07842.M_train,177
07843.M_train,"140,140,160,10,85"
07844.M_train,23
07845.M_train,149
07847.M_train,10
07849.M_train,120
10153.M_train,233
10152.M_train,160
10154.M_train,244
01427.M_train,"192,176"
01425.M_train,"240,114,83,31"
01423.M_train,"244,31"
01420.M_train,186
01428.M_train,"245,216,125"
01429.M_train,"14,33,14"
05721.M_train,"243,192,226"
05720.M_train,54
05723.M_train,46
05725.M_train,20
05724.M_train,"217,64,64,245"
05727.M_train,119
05726.M_train,15
05729.M_train,160
05728.M_train,"131,198"
07978.M_train,"140,140,87"
09966.M_train,"154,66,44"
09967.M_train,"86,83,187"
09964.M_train,"42,16"
09965.M_train,87
09962.M_train,56
09963.M_train,128
09960.M_train,"56,39"
09961.M_train,"129,189,239"
09968.M_train,234
13143.M_train,74
14209.M_train,189
09945.M_train,"189,83,244"
09944.M_train,115
09947.M_train,154
09946.M_train,"2,162,29,29"
09941.M_train,136
09940.M_train,"137,6,217"
09943.M_train,"128,134"
09942.M_train,"168,58"
03935.M_train,188
09949.M_train,"60,99,10,78"
09948.M_train,8
03934.M_train,"221,11"
02453.M_train,10
02451.M_train,"229,229,232"
02456.M_train,"71,64,217"
02457.M_train,"54,211,21"
02454.M_train,"248,128,49"
02455.M_train,"161,161"
14287.M_train,"224,170"
02458.M_train,83
14282.M_train,60
14281.M_train,190
14280.M_train,42
03939.M_train,205
13148.M_train,"65,137"
13149.M_train,"28,85"
13028.M_train,73
07648.M_train,89
07649.M_train,"187,244,109"
10809.M_train,"118,118"
05470.M_train,140
05471.M_train,169
05472.M_train,62
05473.M_train,52
05474.M_train,245
05475.M_train,"29,199"
05476.M_train,47
00156.M_train,"161,110"
00157.M_train,174
00155.M_train,"168,108,58"
00152.M_train,"109,87"
00151.M_train,"211,148"
12685.M_train,186
00158.M_train,"218,180,30"
00159.M_train,106
05374.M_train,109
05375.M_train,"149,149,105"
05376.M_train,"63,9"
05370.M_train,138
05371.M_train,41
05373.M_train,102
05378.M_train,33
05379.M_train,243
08874.M_train,"101,56,235"
00400.M_train,114
07562.M_train,"95,120,149"
07563.M_train,64
07560.M_train,"67,32"
07561.M_train,58
07566.M_train,"127,129,127"
07565.M_train,"82,2,82,223"
07568.M_train,118
07569.M_train,"92,133,23"
12687.M_train,"178,202,209,209"
11686.M_train,13
12638.M_train,"102,213,102"
12639.M_train,"132,170"
12636.M_train,135
12634.M_train,"101,62,233,56"
09109.M_train,35
12630.M_train,242
12631.M_train,"218,112,218"
08876.M_train,235
08871.M_train,"216,71"
12978.M_train,83
12862.M_train,"136,213"
11684.M_train,"113,113"
13509.M_train,"56,39,116,235"
13508.M_train,89
07017.M_train,"136,136"
13502.M_train,"218,66,112"
13501.M_train,173
12683.M_train,197
13506.M_train,"209,147"
13504.M_train,"99,160"
12970.M_train,14
13388.M_train,187
13386.M_train,132
13385.M_train,"17,17"
13384.M_train,139
13383.M_train,"83,189,31"
13382.M_train,"190,190,89,197,234"
13381.M_train,142
05148.M_train,77
05149.M_train,130
05350.M_train,220
05140.M_train,"25,90"
05141.M_train,"81,151,151,92"
05142.M_train,155
05144.M_train,92
05145.M_train,"40,152"
05146.M_train,239
03700.M_train,"190,51,113"
09200.M_train,"177,64"
11358.M_train,"157,58"
11359.M_train,189
11356.M_train,108
11357.M_train,7
11355.M_train,"97,195,146"
11352.M_train,140
11353.M_train,31
11351.M_train,"67,69"
07500.M_train,6
05018.M_train,"189,129,129"
09698.M_train,181
08091.M_train,"16,16"
09690.M_train,"126,124"
08096.M_train,80
09692.M_train,"109,60,140"
09694.M_train,63
09695.M_train,136
08097.M_train,1
08094.M_train,232
08095.M_train,"79,79,148"
12679.M_train,41
11402.M_train,169
08099.M_train,160
09521.M_train,178
06850.M_train,40
05016.M_train,"47,47,186"
05017.M_train,81
12439.M_train,"9,130"
04868.M_train,33
09834.M_train,102
04865.M_train,"212,139"
04864.M_train,"35,61"
04863.M_train,158
04862.M_train,"60,9"
03402.M_train,215
03403.M_train,244
03401.M_train,237
03406.M_train,220
03407.M_train,"197,89"
03405.M_train,"82,223"
03409.M_train,109
02683.M_train,229
02682.M_train,177
02681.M_train,103
02680.M_train,"56,56,167,167"
02687.M_train,"86,31"
02686.M_train,156
02684.M_train,105
02689.M_train,119
02688.M_train,"197,45,45"
04593.M_train,190
04592.M_train,"189,86,244"
08991.M_train,"140,87"
11956.M_train,"205,65,217"
11957.M_train,208
11954.M_train,"147,222,178,222"
08990.M_train,"72,72"
11952.M_train,"9,103,87"
11953.M_train,"44,30,30,66"
11951.M_train,189
08997.M_train,"120,105,57"
12678.M_train,"189,239"
11958.M_train,156
08996.M_train,"153,14"
13760.M_train,"201,174"
13761.M_train,71
13762.M_train,"137,217,65"
13763.M_train,"32,32"
13764.M_train,184
13767.M_train,"10,78"
13768.M_train,"117,247"
13828.M_train,"192,72"
08994.M_train,"232,229,32"
09524.M_train,51
05568.M_train,189
05569.M_train,209
05560.M_train,"140,78,5"
05562.M_train,"190,84,246"
05563.M_train,28
05564.M_train,"245,106"
05565.M_train,"200,196"
05566.M_train,"203,243"
05567.M_train,160
14063.M_train,144
14062.M_train,"82,175,29,2,223"
14061.M_train,"207,129"
14060.M_train,1
14067.M_train,"181,141"
14066.M_train,"61,61,208,76"
14065.M_train,"85,5"
14069.M_train,54
14068.M_train,113
02069.M_train,6
02062.M_train,"23,163,172,159"
02063.M_train,"63,160,75"
02060.M_train,"89,197"
02061.M_train,246
02066.M_train,"168,68"
02067.M_train,238
02064.M_train,20
02065.M_train,154
01951.M_train,43
01953.M_train,"140,5,9"
01952.M_train,0
01955.M_train,28
01954.M_train,219
01956.M_train,"50,39,160,116"
01959.M_train,"189,166,14"
01958.M_train,177
08561.M_train,"69,69"
08560.M_train,"75,140"
08563.M_train,"228,238"
00308.M_train,87
00309.M_train,197
08567.M_train,"7,7,37"
08566.M_train,158
00304.M_train,"47,33,47"
00306.M_train,103
13744.M_train,"235,235,39"
00301.M_train,"123,123"
00302.M_train,39
00303.M_train,"31,240"
05538.M_train,"134,49"
08203.M_train,"193,162,193"
13576.M_train,242
09528.M_train,149
14195.M_train,182
14194.M_train,105
00987.M_train,"223,223,2,193"
08019.M_train,"110,126,179"
08017.M_train,65
08011.M_train,56
00985.M_train,9
08013.M_train,"83,244,109"
08012.M_train,"232,196,67"
14199.M_train,211
14198.M_train,"12,12,90"
03226.M_train,150
00982.M_train,"189,189"
00800.M_train,"184,61"
00981.M_train,24
05927.M_train,"112,154"
03225.M_train,103
06909.M_train,97
06906.M_train,194
06907.M_train,"222,222,147"
06904.M_train,99
06905.M_train,"56,116"
06903.M_train,"56,116"
06901.M_train,"83,189"
07681.M_train,89
05926.M_train,41
07680.M_train,"78,28"
07683.M_train,"127,20"
07682.M_train,"107,15,107,139"
07685.M_train,109
07684.M_train,"15,164,15,65"
03909.M_train,185
05925.M_train,193
07687.M_train,67
03902.M_train,234
03903.M_train,"162,193"
03904.M_train,86
03905.M_train,222
03906.M_train,60
03907.M_train,217
10594.M_train,49
06026.M_train,70
10597.M_train,"188,49"
08258.M_train,158
08259.M_train,"108,108"
10592.M_train,76
06027.M_train,"209,59"
08254.M_train,"235,101"
08255.M_train,"8,116,235,62,235"
08256.M_train,147
08257.M_train,239
08253.M_train,189
01643.M_train,56
01642.M_train,113
01641.M_train,"177,106,53"
01647.M_train,"214,55"
01646.M_train,160
01644.M_train,131
06022.M_train,"217,160"
01649.M_train,65
01648.M_train,"28,98,24,43"
06023.M_train,238
06020.M_train,112
06021.M_train,14
13393.M_train,102
07114.M_train,177
07117.M_train,134
07110.M_train,114
07113.M_train,231
07119.M_train,"64,177,177"
06899.M_train,220
06898.M_train,"23,41"
09734.M_train,"89,197,89"
09735.M_train,95
09732.M_train,99
09731.M_train,137
06891.M_train,217
06890.M_train,14
06893.M_train,"196,32"
06892.M_train,95
06895.M_train,134
06894.M_train,"211,148"
06897.M_train,110
06896.M_train,177
12402.M_train,2
12403.M_train,"48,63"
12404.M_train,153
11279.M_train,125
12406.M_train,248
12407.M_train,"175,175"
12408.M_train,"148,22"
11278.M_train,"148,21,73,211"
00136.M_train,161
00135.M_train,152
00134.M_train,190
00133.M_train,111
00132.M_train,"84,231,219"
00131.M_train,"109,177,9"
00139.M_train,98
00138.M_train,"99,210"
08145.M_train,"60,140"
08144.M_train,"5,5"
08146.M_train,161
08141.M_train,"93,183"
08143.M_train,"128,132,128,170"
08142.M_train,"185,76,61"
08149.M_train,190
08148.M_train,135
14100.M_train,"139,135,164,88,65"
11270.M_train,"158,74"
11257.M_train,65
00088.M_train,247
06078.M_train,5
06079.M_train,248
00080.M_train,91
00087.M_train,"241,184,185"
00085.M_train,169
06281.M_train,"78,9"
06280.M_train,2
06283.M_train,"166,166"
06282.M_train,10
06286.M_train,"33,47,14,186"
06288.M_train,121
07180.M_train,183
07183.M_train,88
09784.M_train,222
09785.M_train,"85,140"
09786.M_train,"96,81,96"
07826.M_train,"160,90,167"
07824.M_train,"101,235,62"
01408.M_train,"124,91"
01409.M_train,2
07820.M_train,144
07821.M_train,179
01404.M_train,"137,123,217"
01406.M_train,119
01407.M_train,190
07182.M_train,73
01401.M_train,102
01403.M_train,65
10931.M_train,23
10930.M_train,106
10932.M_train,131
10935.M_train,"31,244"
09782.M_train,89
07948.M_train,"47,189,204"
07947.M_train,"196,229"
07946.M_train,"99,210"
07945.M_train,"134,170,134"
07944.M_train,128
07943.M_train,153
07942.M_train,"52,45,234,89,89"
07940.M_train,"246,89"
05707.M_train,91
05706.M_train,218
05704.M_train,"217,106"
05703.M_train,"187,244"
05702.M_train,"216,71"
05701.M_train,216
13439.M_train,"201,58,58,68,108"
05709.M_train,"130,177"
05708.M_train,135
07709.M_train,225
07708.M_train,0
11200.M_train,194
07703.M_train,200
07702.M_train,91
07705.M_train,"199,223"
07704.M_train,129
07707.M_train,99
05154.M_train,57
05155.M_train,15
05156.M_train,63
01849.M_train,"60,78"
01848.M_train,100
05157.M_train,231
07187.M_train,63
01841.M_train,"106,245"
01843.M_train,"29,193,175,222,82"
01845.M_train,189
01844.M_train,"77,59"
01847.M_train,"94,151"
01846.M_train,142
11118.M_train,"30,112,180"
05152.M_train,"177,130"
01586.M_train,56
07186.M_train,"72,192"
11500.M_train,170
01542.M_train,103
01540.M_train,"17,127,129"
01546.M_train,238
01547.M_train,82
01544.M_train,32
01545.M_train,160
07954.M_train,"164,65"
01548.M_train,"126,26,124"
01549.M_train,225
07951.M_train,243
07952.M_train,150
09117.M_train,"189,204,186"
00178.M_train,182
00179.M_train,30
09116.M_train,"170,132"
00174.M_train,231
00175.M_train,142
00176.M_train,"223,247,193"
00177.M_train,181
00170.M_train,160
09114.M_train,38
09111.M_train,113
11042.M_train,"85,78,60,85"
02478.M_train,202
02479.M_train,160
11040.M_train,170
02470.M_train,"229,200"
02471.M_train,242
02473.M_train,20
02474.M_train,160
02475.M_train,"223,222,2,247,29"
02476.M_train,"174,58"
02477.M_train,190
06697.M_train,"177,71"
06696.M_train,"65,88"
06695.M_train,"37,215"
06694.M_train,37
06691.M_train,233
11044.M_train,242
02929.M_train,114
06699.M_train,83
06698.M_train,25
11096.M_train,65
11095.M_train,"88,164,164"
02928.M_train,"211,148,73,22"
11093.M_train,222
09119.M_train,49
11090.M_train,"237,237,218,180"
13822.M_train,75
13347.M_train,112
09118.M_train,46
11049.M_train,"107,164"
11099.M_train,"86,189"
11098.M_train,231
12615.M_train,"162,117"
12616.M_train,21
11048.M_train,65
10668.M_train,196
12612.M_train,167
10664.M_train,"27,43"
10665.M_train,122
10666.M_train,"178,77"
08615.M_train,193
10660.M_train,"106,217"
10661.M_train,"21,148"
10662.M_train,92
10663.M_train,87
02949.M_train,241
02948.M_train,"52,190,46,234"
02941.M_train,136
02940.M_train,"40,176"
02942.M_train,103
02945.M_train,"65,65"
02944.M_train,"72,3"
02947.M_train,160
02946.M_train,74
14008.M_train,"160,160,160"
14009.M_train,26
14006.M_train,223
04709.M_train,"95,120"
14004.M_train,"69,67"
14005.M_train,70
14002.M_train,28
13820.M_train,"118,118"
09367.M_train,25
09366.M_train,"59,178"
09365.M_train,"201,168"
09364.M_train,60
09363.M_train,"231,231"
09362.M_train,134
09361.M_train,"92,151,159"
09360.M_train,"187,86"
13106.M_train,187
13107.M_train,"169,195"
13104.M_train,"89,234,197,89"
13105.M_train,32
13102.M_train,"188,170"
13103.M_train,186
09369.M_train,5
09368.M_train,"150,120,105"
13821.M_train,86
05128.M_train,216
05129.M_train,103
05127.M_train,"220,141"
05124.M_train,"160,160"
05125.M_train,88
05122.M_train,135
05123.M_train,"40,72"
05121.M_train,36
08329.M_train,143
08328.M_train,63
00850.M_train,117
08797.M_train,"199,29"
08321.M_train,"70,200,69"
08320.M_train,10
08323.M_train,"87,109"
08322.M_train,47
08325.M_train,217
08324.M_train,"247,199,199,193"
11375.M_train,"62,62"
11376.M_train,228
11377.M_train,"164,88"
05050.M_train,115
11371.M_train,44
11372.M_train,"8,56"
11373.M_train,"69,229"
11378.M_train,127
11379.M_train,10
13824.M_train,"160,125,106"
13838.M_train,"99,85"
10389.M_train,"73,80,16"
11430.M_train,160
11185.M_train,"78,60"
08798.M_train,107
12918.M_train,212
08799.M_train,66
06215.M_train,28
06214.M_train,26
00293.M_train,84
00292.M_train,"2,193"
00291.M_train,"110,179,110"
00290.M_train,"47,186,14"
00297.M_train,"180,66"
00296.M_train,161
00295.M_train,"41,133,163"
00294.M_train,67
00299.M_train,"21,79"
00298.M_train,21
10385.M_train,"89,51"
04152.M_train,224
13050.M_train,"144,231,144"
04151.M_train,99
04156.M_train,"103,87"
04157.M_train,164
04154.M_train,111
04155.M_train,217
04158.M_train,45
04159.M_train,97
03428.M_train,141
03429.M_train,"143,91"
03420.M_train,"161,110,161,161"
03421.M_train,"131,136"
03423.M_train,218
03425.M_train,107
03426.M_train,160
03427.M_train,132
11665.M_train,26
11664.M_train,"102,131"
11667.M_train,"103,63,109"
11666.M_train,75
11661.M_train,103
11660.M_train,"67,229"
11663.M_train,63
11662.M_train,240
11669.M_train,212
11668.M_train,63
07960.M_train,"56,12"
13829.M_train,"32,200,229,229"
06200.M_train,"19,18,38,236"
09103.M_train,"160,233,233"
11427.M_train,"85,28"
11978.M_train,"75,87"
11979.M_train,"224,134"
11974.M_train,"165,165,81"
11975.M_train,176
11976.M_train,121
11977.M_train,"41,34"
11970.M_train,217
09094.M_train,226
11972.M_train,86
11973.M_train,82
13808.M_train,174
13809.M_train,27
13801.M_train,243
13802.M_train,"110,143"
13803.M_train,240
13804.M_train,"213,102"
13805.M_train,241
13807.M_train,185
04280.M_train,"89,197"
04281.M_train,"183,169"
02040.M_train,76
04284.M_train,"201,68,13"
04285.M_train,169
02045.M_train,"88,164"
04287.M_train,104
04288.M_train,35
04289.M_train,"205,137,156"
02049.M_train,131
02048.M_train,"187,86,86"
11796.M_train,224
01197.M_train,205
01195.M_train,"104,26,104"
01194.M_train,"218,237,218"
01193.M_train,139
01192.M_train,65
01191.M_train,9
07467.M_train,"189,166"
01199.M_train,"170,170"
01198.M_train,26
07466.M_train,"145,234,45,197"
11214.M_train,65
07461.M_train,"189,114,240"
11215.M_train,145
11438.M_train,"71,177,53,53"
07460.M_train,208
01089.M_train,"148,54"
01088.M_train,70
09978.M_train,"52,197"
11439.M_train,143
02898.M_train,"167,113"
07468.M_train,39
01977.M_train,12
01976.M_train,0
01975.M_train,"13,13,182"
00975.M_train,"14,33,153"
00973.M_train,"114,244,86,31"
01971.M_train,118
01970.M_train,204
01978.M_train,160
10350.M_train,"53,64,125"
08033.M_train,203
08032.M_train,160
08030.M_train,"108,13,201"
08037.M_train,"163,23"
08036.M_train,"199,162,162"
08035.M_train,180
08034.M_train,118
08039.M_train,"102,136"
11440.M_train,160
11520.M_train,48
12681.M_train,114
10869.M_train,21
06924.M_train,"56,90"
06925.M_train,171
06926.M_train,32
06927.M_train,239
06920.M_train,110
06921.M_train,"163,34,163,133"
06922.M_train,15
12723.M_train,126
06928.M_train,155
07059.M_train,"160,106,245"
07051.M_train,"160,150,119"
10862.M_train,"193,199,2"
07053.M_train,"126,110"
07052.M_train,105
07055.M_train,"27,4,24"
07057.M_train,16
07056.M_train,"222,199,29"
05800.M_train,"76,208"
12832.M_train,113
12071.M_train,53
07209.M_train,"177,125"
07139.M_train,146
07138.M_train,170
07133.M_train,177
07132.M_train,88
07131.M_train,"35,185"
07130.M_train,"0,6"
07137.M_train,240
07136.M_train,222
07135.M_train,"186,153"
09718.M_train,93
09719.M_train,198
09714.M_train,120
09715.M_train,"155,44,30,112"
09716.M_train,"165,34,92,165,172"
09717.M_train,"38,37"
09710.M_train,"122,127"
09711.M_train,"28,5,9,160,99"
09712.M_train,76
09713.M_train,126
07202.M_train,139
12748.M_train,148
12749.M_train,"225,214,220,214"
08748.M_train,228
07207.M_train,79
08749.M_train,"212,139,65,107"
00150.M_train,"90,63,113,90"
07206.M_train,142
08746.M_train,150
07205.M_train,"46,190"
08747.M_train,"29,222"
13672.M_train,182
07204.M_train,225
08744.M_train,35
12518.M_train,219
08745.M_train,246
08742.M_train,"2,223,199,247"
08741.M_train,"82,193"
00936.M_train,152
00937.M_train,"9,60,9,78"
10828.M_train,"188,49,128"
04047.M_train,207
06054.M_train,"122,122,122"
06055.M_train,66
06056.M_train,"37,18"
04046.M_train,"103,140,103"
06051.M_train,"160,75,60,177"
06052.M_train,77
06053.M_train,160
00932.M_train,"49,49,248,132"
06058.M_train,"15,15,65"
06059.M_train,175
00933.M_train,10
05837.M_train,156
05836.M_train,185
07347.M_train,"129,207"
09436.M_train,"136,228"
09437.M_train,29
09079.M_train,"85,9"
09078.M_train,203
13915.M_train,"248,170"
07808.M_train,157
07809.M_train,224
07804.M_train,82
07805.M_train,"212,212"
07806.M_train,"78,60,85"
07807.M_train,"106,216,245,216,177"
09075.M_train,15
07801.M_train,224
07340.M_train,243
07803.M_train,"14,47"
12721.M_train,191
12876.M_train,215
07925.M_train,21
07924.M_train,49
07927.M_train,"49,128,170,49"
07926.M_train,85
07368.M_train,139
07923.M_train,14
07922.M_train,98
07365.M_train,15
07364.M_train,"5,5"
07367.M_train,"147,169,178,169,202"
07002.M_train,140
07360.M_train,"9,75"
07363.M_train,"234,197"
07362.M_train,"129,122,122"
09889.M_train,"187,83"
09888.M_train,82
07728.M_train,243
07727.M_train,17
07726.M_train,102
07342.M_train,120
07724.M_train,63
07723.M_train,"60,130"
07721.M_train,13
05758.M_train,64
10500.M_train,"110,110"
07343.M_train,"228,213"
12878.M_train,63
09523.M_train,27
06538.M_train,51
09522.M_train,140
13919.M_train,212
14208.M_train,"227,138,138"
05902.M_train,52
09520.M_train,117
05831.M_train,160
09527.M_train,"15,88,139,139"
09526.M_train,"183,195,146"
05788.M_train,"160,85"
12589.M_train,"57,149,57"
09525.M_train,"196,196"
12078.M_train,31
12079.M_train,217
05780.M_train,220
05757.M_train,14
05782.M_train,"45,145"
05783.M_train,189
05784.M_train,"151,34"
05785.M_train,"43,43"
05756.M_train,154
11641.M_train,"63,56"
00193.M_train,15
00190.M_train,"46,24"
00191.M_train,16
00196.M_train,31
00197.M_train,137
00194.M_train,"245,217,177,160"
00199.M_train,63
07608.M_train,56
07609.M_train,"103,9"
12165.M_train,"242,220"
11647.M_train,87
10560.M_train,109
10297.M_train,212
10072.M_train,"127,122,189,189"
05260.M_train,"213,102"
05261.M_train,"165,172"
05262.M_train,165
05263.M_train,189
05264.M_train,67
05265.M_train,"76,35,217"
05266.M_train,112
05267.M_train,"13,46,58,24"
05268.M_train,119
05269.M_train,169
10075.M_train,"1,195,171"
01868.M_train,89
01869.M_train,226
10076.M_train,"207,189,189"
01860.M_train,106
01861.M_train,197
01862.M_train,"231,231,60"
01863.M_train,160
01864.M_train,189
01866.M_train,"103,75,177,60,140"
01867.M_train,55
